"Story","Title","Result","Date","Stability","Duration (s)"
"Prueba tecnica – Automatización","Segundo escenario - Manejo de selenium","SUCCESS","2022-04-12T00:18:32.7102725-05:00[America/Bogota]","0.0","24.18"
