"Story","Title","Result","Date","Stability","Duration (s)"
"Prueba técnica – Automatización","Segundo escenario - Manejo de selenium","SUCCESS","2022-04-12T00:17:25.2051136-05:00[America/Bogota]","0.0","22.16"
